player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,news,influence_rank,creativity_rank,threat_rank,ict_index_rank
João Maria J.Palhinha,Spurs,MID,5.5,16,3,4.0,0.8,1,0,243,2,1,0,0,0,0,0,0,3,71.0,8.7,39.0,11.9,5.0,0,0.9,2.9,70297,39280,7523,7070,0.0,0.0,0.0,0.0,0.36,0.04,0.4,3.43,3,,87,265,83,120
Bryan Mbeumo,Man Utd,MID,8.1,16,2,4.0,15.7,1,0,360,0,7,0,0,0,0,0,0,3,67.2,159.0,148.0,37.4,4.7,0,0.6,2.0,873632,641913,55500,117557,0.1,-0.1,0.0,0.0,1.76,1.19,2.95,6.79,4,,95,2,2,3
Bruno B.Fernandes,Man Utd,MID,9.0,16,2,4.0,19.4,1,0,360,0,7,0,0,1,0,1,0,2,121.2,202.0,50.0,37.4,4.7,0,0.5,1.8,664940,927868,30470,165992,0.0,0.0,0.0,0.0,1.91,0.91,2.82,6.79,4,,14,1,62,4
Granit Xhaka,Sunderland,MID,5.0,16,5,4.0,2.8,0,1,360,2,3,0,0,0,0,1,0,0,94.8,86.4,5.0,18.6,4.3,0,0.9,3.2,104230,115350,20131,11103,0.0,0.0,0.0,0.0,0.05,0.31,0.36,4.53,4,,34,24,267,48
Alisson A.Becker,Liverpool,GKP,5.5,16,6,4.0,10.9,0,0,360,2,4,0,0,0,3,0,0,2,48.8,0.1,0.0,4.9,5.0,1,0.9,2.9,202736,328232,30760,26933,0.0,0.0,0.0,0.0,0.0,0.01,0.01,3.25,4,,133,369,709,267
Bernd Leno,Fulham,GKP,5.0,16,8,4.0,1.6,0,0,360,1,4,0,0,0,13,0,0,1,100.2,0.0,0.0,10.0,4.3,0,0.9,3.2,35883,47322,4003,3986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,4,,27,673,649,150
Mitoma Mitoma,Brighton,MID,6.4,16,7,4.0,4.8,1,1,352,1,5,0,0,0,0,1,0,0,75.0,81.5,65.0,21.8,4.7,0,0.7,2.5,95789,324261,26412,16523,-0.1,0.1,0.0,0.0,0.67,0.2,0.87,5.39,4,,75,28,41,28
William Saliba,Arsenal,DEF,6.0,16,0,5.3,12.7,0,0,184,2,0,0,0,0,0,0,0,1,52.8,2.2,2.0,5.8,2.3,0,0.4,2.7,472827,842999,2181,170790,0.0,0.0,-0.1,0.1,0.0,0.01,0.01,1.69,3,,122,324,318,240
Dango O.Dango,Brentford,MID,6.0,16,1,5.3,0.9,1,0,190,1,3,0,0,0,0,0,0,3,58.6,4.8,79.0,14.2,5.3,1,0.9,2.7,154894,73723,5964,10263,0.0,0.0,0.0,0.0,0.85,0.02,0.87,3.13,2,,113,296,26,83
Pascal Struijk,Leeds,DEF,4.5,16,2,4.0,0.4,0,0,360,2,6,0,0,0,0,0,0,2,65.8,13.5,26.0,10.6,2.7,0,0.6,3.6,14402,16250,1027,1917,0.0,0.0,0.0,0.0,0.23,0.03,0.26,4.74,4,,96,222,128,135
Francisco Evanilson Evanilson,Bournemouth,FWD,7.0,16,5,4.0,2.7,1,1,347,2,5,0,0,0,0,1,0,2,50.4,70.0,124.0,24.3,5.0,0,0.7,2.3,252148,175355,42941,18117,0.0,0.0,0.0,0.0,0.93,0.12,1.05,3.36,4,,131,47,4,21
Bafodé Diakité,Bournemouth,DEF,4.5,16,0,5.3,0.5,0,0,270,2,4,0,0,0,0,0,0,2,51.0,12.0,2.0,6.5,5.3,1,1.2,3.6,52887,24767,848,9220,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2.86,3,Knock - 50% chance of playing,128,234,301,222
Ibrahima Konaté,Liverpool,DEF,5.5,16,9,4.0,3.2,0,0,344,2,4,0,0,0,0,1,0,3,71.6,29.1,9.0,11.0,5.0,0,0.9,2.9,113421,130787,26990,10025,0.0,0.0,0.0,0.0,0.49,0.06,0.55,3.16,4,,83,126,229,132
Alex Scott,Bournemouth,MID,5.0,16,9,4.0,0.2,1,0,266,2,3,0,0,0,0,1,0,2,69.2,59.2,21.0,14.9,4.7,0,0.9,3.2,13537,5781,9732,1704,0.0,0.0,0.0,0.0,0.16,0.18,0.34,2.8,4,,92,62,150,78
Jérémy Doku,Man City,MID,6.4,15,10,3.8,1.3,0,2,195,2,1,0,0,0,0,0,0,1,46.8,90.5,24.0,16.0,4.0,0,0.6,2.3,70729,75458,45159,7290,-0.1,0.1,0.0,0.0,0.0,1.03,1.03,2.21,2,,139,19,138,68
Sepp Van den Berg,Brentford,DEF,4.5,15,1,3.8,0.7,0,0,360,1,7,0,0,0,0,0,0,0,98.0,1.9,26.0,12.6,4.0,0,0.9,3.3,57294,31317,1911,3557,0.0,0.0,0.0,0.0,0.21,0.03,0.24,5.84,4,,28,328,130,111
Yankuba Minteh,Brighton,MID,5.9,15,6,3.8,0.8,0,1,338,1,5,0,0,0,0,0,0,1,59.2,73.6,107.0,24.0,4.0,0,0.7,2.5,34303,71536,9275,4771,-0.1,0.1,0.0,0.0,0.51,0.75,1.26,5.33,4,,111,40,12,22
Igor Thiago Thiago,Brentford,FWD,6.0,15,1,3.8,1.7,2,0,341,1,6,0,0,0,0,2,0,1,94.4,58.9,58.0,21.2,3.0,0,0.5,2.5,172215,95889,24264,13673,0.0,0.0,0.0,0.0,1.25,0.15,1.4,5.36,4,,36,63,53,35
Pedro Neto,Chelsea,MID,7.0,15,2,3.8,5.3,1,0,350,2,3,0,0,0,0,0,0,0,71.6,123.6,64.0,25.9,4.0,0,0.6,2.1,354580,240104,15663,48364,0.0,0.0,0.0,0.0,0.53,0.91,1.44,3.17,4,,84,11,43,14
Jake O'Brien,Everton,DEF,5.0,15,6,3.8,0.5,0,0,360,2,3,0,0,0,0,0,0,0,48.0,30.5,20.0,9.9,4.3,0,0.9,3.0,16479,22825,1496,2353,0.0,0.0,0.0,0.0,0.29,0.09,0.38,6.15,4,,135,121,160,154
Adrien Truffert,Bournemouth,DEF,4.5,15,2,3.8,1.2,0,0,360,2,5,0,0,0,0,0,0,1,71.4,87.1,7.0,16.5,5.0,0,1.1,3.3,106778,47868,8003,5318,0.0,0.0,0.0,0.0,0.01,0.37,0.38,3.48,4,,85,23,248,61
Trai Hume,Sunderland,DEF,4.5,15,6,3.8,0.3,0,0,360,2,3,0,0,0,0,0,0,0,64.4,57.7,8.0,13.0,3.0,0,0.7,3.3,17897,14418,1045,1203,0.0,0.0,0.0,0.0,0.07,0.18,0.25,4.53,4,,99,64,236,101
Đorđe Petrović,Bournemouth,GKP,4.5,15,2,3.8,4.5,0,0,360,2,5,0,0,0,9,1,0,0,79.0,0.0,0.0,7.9,4.3,0,1.0,3.3,276264,130159,24808,15133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,4,,67,575,545,190
Callum Hudson-Odoi,Nott'm Forest,MID,6.0,15,1,3.8,1.5,1,0,308,0,6,0,0,0,0,0,0,3,59.0,82.0,60.0,20.2,4.3,0,0.7,2.5,117570,85124,14548,11793,0.0,0.0,0.0,0.0,0.37,0.36,0.73,5.81,4,,112,26,48,40
El Hadji Malick Diouf,West Ham,DEF,4.4,15,1,3.8,4.7,0,2,360,1,11,0,0,0,0,0,0,1,93.4,64.3,31.0,18.9,4.7,0,1.1,3.4,55926,294645,6615,27427,-0.1,0.1,-0.1,0.1,0.17,0.24,0.41,5.44,4,,42,56,103,47
Jarrod Bowen,West Ham,FWD,7.7,15,2,3.8,6.7,1,0,360,1,11,0,0,0,0,0,0,3,83.0,63.5,112.0,25.9,4.3,0,0.6,1.9,87030,1103683,14445,51676,-0.3,0.3,-0.1,0.1,0.43,0.22,0.65,5.44,4,,56,57,8,15
Matty Cash,Aston Villa,DEF,4.5,15,5,3.8,4.9,0,0,343,2,3,0,0,0,0,2,0,0,77.4,65.4,9.0,15.3,2.3,0,0.5,3.3,449027,209711,18779,14922,0.0,0.0,0.0,0.0,0.01,0.48,0.49,6.49,4,,71,54,225,72
Nathan Collins,Brentford,DEF,5.0,15,3,3.8,1.5,0,0,360,1,7,0,0,0,0,1,0,1,80.6,11.3,17.0,10.9,5.0,0,1.0,3.0,39023,58127,2424,5990,0.0,0.0,0.0,0.0,0.02,0.05,0.07,5.84,4,,61,244,182,133
Bruno Bruno G.,Newcastle,MID,6.5,14,2,3.5,2.5,1,0,360,3,3,0,0,0,0,2,0,0,59.4,72.8,25.0,15.7,3.7,0,0.6,2.2,146962,88917,10037,18865,0.0,0.0,0.0,0.0,0.25,0.22,0.47,2.09,4,,109,42,135,70
Chemsdine Talbi,Sunderland,MID,5.0,14,3,3.5,0.3,0,1,306,3,1,0,0,0,0,0,0,0,35.6,59.4,27.0,12.2,2.7,0,0.5,2.8,32982,24712,866,2315,0.0,0.0,0.0,0.0,0.52,0.2,0.72,3.6,4,,192,61,123,116
Nordi Mukiele,Sunderland,DEF,4.0,14,10,7.0,0.6,0,0,180,1,1,0,0,0,0,0,0,2,50.8,11.5,6.0,6.8,4.7,1,1.2,3.5,52558,15321,18033,2380,0.0,0.0,0.0,0.0,0.07,0.05,0.12,2.97,2,,129,240,254,212
Anton Stach,Leeds,MID,5.0,14,1,3.5,0.5,0,1,360,2,6,0,0,0,0,1,0,0,45.2,153.0,46.0,24.4,2.0,0,0.4,2.8,39338,23992,1940,3409,0.0,0.0,0.0,0.0,0.53,0.49,1.02,4.74,4,,145,4,65,20
Michael Kayode,Brentford,DEF,4.5,14,2,3.5,0.4,0,0,346,1,6,0,0,0,0,0,0,2,74.4,24.5,4.0,10.3,4.3,0,1.0,3.1,39547,21003,1196,1841,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.6,4,,78,153,280,141
Rúben Rúben,Man City,DEF,5.5,14,6,3.5,4.0,0,0,275,2,3,0,0,0,0,0,0,0,59.4,4.3,2.0,6.6,2.7,0,0.5,2.5,139140,137616,13622,15710,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.29,3,,108,301,317,219
Keane Lewis-Potter,Brentford,DEF,5.0,14,1,3.5,0.4,0,0,318,2,5,0,0,0,0,0,0,0,26.4,21.1,13.0,6.1,4.3,0,0.9,2.8,12698,15183,1159,1912,0.0,0.0,0.0,0.0,0.12,0.05,0.17,4.69,4,,226,172,202,233
Lucas Digne,Aston Villa,DEF,4.5,14,5,3.5,2.0,0,0,250,2,1,0,0,0,0,1,0,0,25.8,21.7,15.0,6.2,2.7,0,0.6,3.1,85974,72640,4662,5558,0.0,0.0,0.0,0.0,0.08,0.18,0.26,5.0,3,,230,165,192,229
Elliot Anderson,Nott'm Forest,MID,5.5,14,4,3.5,5.3,0,1,360,0,8,0,0,0,0,0,0,1,94.0,100.0,30.0,22.4,2.7,0,0.5,2.5,171371,265148,19882,20188,0.0,0.0,0.0,0.0,0.41,0.47,0.88,6.86,4,,39,16,109,25
Jayden Bogle,Leeds,DEF,4.5,13,2,3.2,0.2,0,0,352,2,5,0,0,0,0,1,0,0,43.4,15.6,29.0,8.8,2.3,0,0.5,2.9,5176,6238,569,754,0.0,0.0,0.0,0.0,0.14,0.04,0.18,3.95,4,,155,207,110,172
Phil Foden,Man City,MID,8.0,13,12,6.5,2.0,1,0,105,1,0,0,0,0,0,0,0,2,46.2,30.8,35.0,11.2,4.3,1,0.5,1.6,99274,87788,55041,8841,0.0,0.0,0.0,0.0,0.46,0.05,0.51,1.87,1,,143,119,94,130
Jordan Henderson,Brentford,MID,5.0,13,6,3.2,0.3,0,1,249,2,2,0,0,0,0,0,0,1,46.0,30.1,5.0,8.1,4.0,0,0.8,2.6,12827,13724,6139,1669,0.0,0.0,0.0,0.0,0.03,0.04,0.07,2.61,3,,144,123,266,183
Kenny Tete,Fulham,DEF,4.5,13,6,3.2,0.2,0,0,360,1,4,0,0,0,0,0,0,0,64.0,26.8,14.0,10.5,3.7,0,0.8,2.9,11224,7727,1120,647,0.0,0.0,0.0,0.0,0.07,0.41,0.48,6.25,4,,101,135,199,137
Alex Iwobi,Fulham,MID,6.5,13,3,3.2,1.4,0,1,313,1,4,0,0,0,0,1,0,2,40.8,75.5,19.0,13.6,3.7,0,0.6,2.0,59714,76291,5493,9630,0.0,0.0,0.0,0.0,0.11,0.6,0.71,5.75,4,,164,36,172,89
Calvin Bassey,Fulham,DEF,4.5,13,9,3.2,0.5,0,0,360,1,4,0,0,0,0,1,0,3,51.8,6.7,7.0,6.6,4.0,0,0.9,2.9,20204,17452,3458,1156,0.0,0.0,0.0,0.0,0.15,0.05,0.2,6.25,4,,124,276,247,217
Rico Lewis,Man City,DEF,5.0,13,0,4.3,3.0,0,1,160,1,3,0,0,0,0,0,0,2,46.4,28.2,13.0,8.7,0.7,1,0.1,2.6,336762,219928,2704,34303,0.0,0.0,0.0,0.0,0.02,0.67,0.69,2.57,2,,141,133,204,175
Martin Dúbravka,Burnley,GKP,4.0,13,3,3.2,34.0,0,0,360,1,7,0,0,0,12,0,0,0,93.0,0.0,0.0,9.3,3.7,0,0.9,3.2,521116,274244,56803,27824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,4,,43,387,342,166
Enzo E.Le Fée,Sunderland,MID,4.9,13,0,4.3,0.5,1,0,131,0,2,0,0,0,0,0,0,2,69.4,41.0,21.0,13.2,4.0,1,0.8,2.7,39664,30705,2532,6844,-0.1,0.1,0.0,0.0,0.83,0.08,0.91,2.09,1,Knock - 75% chance of playing,91,92,148,99
Matthijs De Ligt,Man Utd,DEF,5.0,13,1,3.2,2.8,0,0,360,0,7,0,0,0,0,0,0,3,87.4,17.2,31.0,13.5,3.0,0,0.6,2.6,154546,130191,4938,22188,0.0,0.0,0.0,0.0,0.31,0.07,0.38,6.79,4,,50,198,105,91
Habib Diarra,Sunderland,MID,5.5,12,3,3.0,0.1,0,1,345,2,2,0,0,0,0,1,0,0,10.6,31.0,45.0,8.0,3.0,0,0.5,2.2,5156,6535,511,720,0.0,0.0,0.0,0.0,0.5,0.08,0.58,3.87,4,,308,116,68,187
Leny Yoro,Man Utd,DEF,4.5,12,1,3.0,2.3,0,1,321,0,6,0,0,0,0,0,0,1,41.6,19.3,15.0,7.5,2.7,0,0.6,2.7,143581,100807,4773,16538,0.0,0.0,0.0,0.0,0.27,0.04,0.31,5.7,4,,161,185,193,200
David Brooks,Bournemouth,MID,5.0,12,1,3.0,0.4,0,1,278,2,3,0,0,0,0,2,0,1,54.0,92.5,78.0,22.0,2.7,0,0.5,2.4,43925,21284,2934,3616,0.0,0.0,0.0,0.0,0.79,1.2,1.99,2.89,4,,117,18,28,26
Quilindschy Hartman,Burnley,DEF,4.0,12,4,3.0,0.5,0,0,360,1,7,0,0,0,0,0,0,0,78.2,31.0,11.0,12.0,3.7,0,0.9,3.0,21971,21978,2644,1750,0.0,0.0,0.0,0.0,0.09,0.09,0.18,9.17,4,,69,115,217,118
Eliezer Mayenda,Sunderland,FWD,5.5,12,0,4.0,1.5,1,0,201,2,1,0,0,0,0,0,0,2,45.2,13.1,45.0,10.2,1.3,0,0.2,2.2,239672,165286,2747,19571,0.0,0.0,0.0,0.0,0.39,0.0,0.39,1.63,3,,146,226,69,143
Bernardo Bernardo,Man City,MID,6.4,12,6,3.0,0.6,0,1,259,2,1,0,0,0,0,0,0,0,47.4,103.9,18.0,16.9,3.0,0,0.5,1.9,20720,47267,3764,3567,-0.1,0.1,0.0,0.0,0.1,1.04,1.14,3.33,3,,138,15,179,59
Matt O'Riley,Brighton,MID,5.5,12,0,6.0,0.7,1,0,177,1,2,0,0,0,0,0,0,2,60.8,66.6,63.0,19.0,0.7,1,0.1,2.2,130744,154074,0,22974,0.0,0.0,0.0,0.0,1.21,0.17,1.38,2.12,2,has joined Marseille on loan for the rest of the season.,106,52,44,46
Lyle Foster,Burnley,FWD,5.0,12,2,3.0,1.2,1,0,333,2,6,0,0,0,0,1,0,1,54.0,30.9,41.0,12.7,3.3,0,0.7,2.4,128055,54652,39621,9191,0.0,0.0,0.0,0.0,0.73,0.05,0.78,7.83,4,,118,118,79,108
Maxime Estève,Burnley,DEF,4.0,12,4,3.0,16.5,0,0,352,1,7,0,0,0,0,0,0,0,93.6,1.9,19.0,11.5,3.7,0,0.9,3.0,284755,481566,22697,40050,0.0,0.0,0.0,0.0,0.05,0.01,0.06,9.06,4,,41,327,167,125
Ryan Gravenberch,Liverpool,MID,5.5,12,3,4.0,0.7,1,0,270,2,2,0,0,0,0,2,0,1,68.0,73.4,20.0,16.2,4.0,0,0.7,2.2,63316,25009,15177,6134,0.0,0.0,0.0,0.0,0.16,0.13,0.29,1.55,3,,93,41,164,64
Saša Lukić,Fulham,MID,5.0,12,6,3.0,0.1,0,1,360,1,4,0,0,0,0,2,0,0,48.6,131.0,13.0,19.2,3.3,0,0.7,2.4,3185,3137,989,416,0.0,0.0,0.0,0.0,0.5,0.57,1.07,6.25,4,,134,8,201,44
Yehor Yarmoliuk,Brentford,MID,5.0,12,3,3.0,0.1,0,0,348,1,7,0,0,0,0,1,0,0,51.4,31.9,17.0,10.0,3.3,0,0.7,2.4,4364,3223,378,355,0.0,0.0,0.0,0.0,0.12,0.14,0.26,5.6,4,,126,112,183,151
Lucas Estella Perri,Leeds,GKP,4.5,12,0,4.0,0.3,0,0,270,2,5,0,0,0,3,0,0,0,29.2,0.0,0.0,2.9,2.0,0,0.4,2.7,14512,20360,82,4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,3,Thigh injury - Expected back 27 Sep,218,559,526,322
Tyler Adams,Bournemouth,MID,5.0,11,1,2.8,0.4,0,0,357,2,4,0,0,0,0,3,0,0,64.4,22.1,28.0,11.5,2.3,0,0.5,2.2,23295,18680,2875,3263,0.0,0.0,0.0,0.0,0.06,0.13,0.19,3.32,4,,100,162,118,126
Simon Adingra,Sunderland,MID,5.4,11,3,2.8,1.1,0,1,230,2,2,0,0,0,0,1,0,0,20.4,59.7,6.0,8.6,1.7,0,0.3,2.0,66880,113489,1505,10008,-0.1,0.1,-0.1,0.1,0.14,0.2,0.34,1.75,3,,254,59,261,177
Kevin Schade,Brentford,MID,7.0,11,7,2.8,0.4,1,0,302,1,3,0,0,1,0,0,0,0,63.0,20.5,87.0,17.1,3.3,0,0.5,1.6,23917,21071,11557,2285,0.0,0.0,0.0,0.0,1.66,0.09,1.75,3.98,3,,103,179,19,57
James Trafford,Man City,GKP,4.9,11,0,3.7,1.9,0,0,270,1,4,0,0,0,11,0,0,0,100.2,0.0,0.0,10.1,1.3,0,0.3,2.2,92660,152948,942,32579,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,3.97,3,,26,655,631,145
Brajan Gruda,Brighton,MID,5.4,11,1,2.8,0.1,1,0,64,0,1,0,0,0,0,0,0,2,40.0,11.4,45.0,9.6,3.3,0,0.6,2.0,8202,4369,568,1098,-0.1,0.1,0.0,0.0,1.15,0.01,1.16,1.05,0,,166,242,67,158
Norberto Bercique Beto,Everton,FWD,5.4,11,2,2.8,5.3,1,0,265,1,2,0,0,0,0,1,0,1,42.4,18.1,83.0,13.5,3.0,0,0.6,2.0,172719,491145,28506,42150,-0.1,0.1,0.0,0.0,1.8,0.09,1.89,4.21,3,,160,190,21,92
Tosin Tosin,Chelsea,DEF,4.5,11,1,3.7,1.2,0,0,270,1,3,0,0,0,0,0,0,0,79.4,4.3,2.0,8.6,3.7,0,0.8,2.4,74118,76725,3916,6329,0.0,0.0,0.0,0.0,0.0,0.06,0.06,3.18,3,,65,299,300,176
Oscar Bobb,Man City,MID,5.5,11,1,2.8,0.5,0,1,257,1,4,0,0,0,0,0,0,0,42.6,76.8,42.0,16.2,1.7,0,0.3,2.0,71060,40683,1900,7442,0.0,0.0,0.0,0.0,0.3,0.51,0.81,3.7,3,,158,35,78,65
Hwang Hee Chan,Wolves,MID,5.9,11,2,2.8,0.2,1,0,171,0,4,0,0,0,0,0,0,0,38.8,11.7,45.0,9.5,3.3,0,0.6,1.9,10948,10140,4791,1268,-0.1,0.1,0.0,0.0,0.56,0.03,0.59,3.57,2,,170,239,70,162
Sandro Tonali,Newcastle,MID,5.4,11,3,2.8,1.3,0,0,335,3,2,0,0,0,0,0,0,0,37.6,71.5,43.0,15.2,2.7,0,0.5,2.0,40963,108279,7563,7349,-0.1,0.1,0.0,0.0,0.23,0.26,0.49,1.72,4,,176,44,74,74
Morgan Gibbs-White,Nott'm Forest,MID,7.5,11,2,2.8,5.2,0,1,326,0,7,0,0,0,0,0,0,0,36.4,90.3,56.0,18.0,2.0,0,0.3,1.5,277694,285872,28835,38945,0.0,0.0,0.0,0.0,0.68,0.47,1.15,6.77,4,,187,20,57,52
Ibrahim Sangaré,Nott'm Forest,MID,5.0,10,2,2.5,0.1,0,0,337,0,6,0,0,0,0,0,0,0,26.2,17.3,2.0,4.6,2.7,0,0.5,2.0,2771,3115,578,401,0.0,0.0,0.0,0.0,0.03,0.07,0.1,5.81,4,,227,196,314,272
Rayan Aït-Nouri,Man City,DEF,5.9,10,0,3.3,11.3,0,0,202,1,2,0,0,0,0,1,0,1,43.0,26.7,7.0,7.6,0.3,0,0.1,1.7,479694,1472522,397,259435,-0.1,0.1,-0.1,0.1,0.04,0.48,0.52,2.94,3,Knock - 25% chance of playing,156,138,252,199
Ezri Konsa,Aston Villa,DEF,4.5,10,6,3.3,12.8,0,0,245,2,3,0,0,0,0,0,1,0,35.6,16.4,4.0,5.6,2.3,0,0.5,2.2,123871,906807,21729,27633,0.0,0.0,0.0,0.0,0.0,0.05,0.05,5.86,3,,191,202,276,244
Jacob J.Murphy,Newcastle,MID,6.3,10,6,3.3,1.2,0,1,163,2,0,0,0,0,0,0,0,0,30.8,20.9,78.0,12.9,3.0,0,0.5,1.6,20591,135553,7573,5460,-0.2,0.2,0.0,0.0,0.9,0.3,1.2,1.15,2,,208,176,30,103
Cole Palmer,Chelsea,MID,10.4,10,7,5.0,19.8,1,0,124,1,1,0,0,0,0,0,0,1,44.4,19.2,65.0,12.9,2.3,0,0.2,1.0,389733,4788595,214485,52847,-0.1,0.1,0.0,0.0,0.8,0.12,0.92,1.53,1,,152,186,42,104
Lewis Dunk,Brighton,DEF,4.5,10,2,2.5,1.2,0,1,360,0,6,0,0,0,0,1,0,0,60.0,14.2,26.0,10.1,2.7,0,0.6,2.2,31097,41836,2696,5259,0.0,0.0,0.0,0.0,0.18,0.02,0.2,5.63,4,,107,217,127,144
Jean-Philippe Mateta,Crystal Palace,FWD,7.6,10,2,2.5,12.0,1,0,351,3,1,0,0,0,0,2,0,0,65.4,6.3,110.0,18.2,3.0,0,0.4,1.3,823544,474848,52268,76014,0.1,-0.1,0.1,-0.1,1.83,0.34,2.17,3.75,4,,98,282,9,50
Idrissa Gana Gana,Everton,MID,5.4,10,3,2.5,0.1,0,0,345,2,2,0,0,0,0,0,0,0,31.6,41.5,18.0,9.1,2.7,0,0.5,1.9,2305,5631,382,630,-0.1,0.1,0.0,0.0,0.46,0.19,0.65,5.69,4,,206,90,177,167
Abdukodir Khusanov,Man City,DEF,5.4,10,8,3.3,0.4,0,0,182,1,1,0,0,0,0,1,0,0,37.6,4.4,0.0,4.2,3.0,0,0.6,1.9,12825,21931,6896,1617,-0.1,0.1,0.0,0.0,0.0,0.02,0.02,2.78,2,,177,298,704,277
Fábio Carvalho,Brentford,MID,4.9,10,7,3.3,0.3,1,0,92,0,4,0,0,0,0,0,0,1,38.6,5.2,36.0,7.9,2.7,0,0.6,2.0,13100,19501,6730,1724,-0.1,0.1,0.0,0.0,0.7,0.03,0.73,2.08,1,,171,292,92,192
Florian Wirtz,Liverpool,MID,8.4,10,3,2.5,18.0,0,0,334,2,3,0,0,0,0,0,0,0,37.8,126.8,76.0,24.0,2.7,0,0.3,1.2,313634,1844106,22526,201615,-0.1,0.1,0.0,0.0,0.52,0.7,1.21,3.01,4,,175,10,33,23
Sander Berge,Fulham,MID,5.0,10,4,2.5,0.1,0,0,328,1,4,0,0,0,0,1,0,0,42.6,25.4,11.0,7.9,2.7,0,0.5,2.0,1471,2566,280,265,0.0,0.0,0.0,0.0,0.41,0.21,0.62,5.82,4,,157,148,219,193
Rodrigo Muniz,Fulham,FWD,5.5,10,2,2.5,2.4,1,0,235,1,3,1,0,0,0,1,0,3,35.4,20.9,82.0,13.5,1.0,0,0.2,1.8,180612,153743,19979,18695,0.0,0.0,0.0,0.0,0.74,0.01,0.75,4.93,3,,193,175,23,93
Hannibal Hannibal,Burnley,MID,5.0,10,1,2.5,0.2,0,0,235,1,5,0,0,0,0,0,0,0,12.0,26.6,13.0,5.1,2.7,0,0.5,2.0,6247,7608,770,1045,0.0,0.0,0.0,0.0,0.16,0.13,0.29,5.69,3,,297,140,203,259
Eberechi Eze,Arsenal,MID,7.5,10,6,3.3,12.2,0,1,181,2,1,0,0,0,0,0,0,0,29.4,21.7,39.0,9.1,2.3,0,0.3,1.3,745262,590585,98429,48068,0.0,0.0,0.0,0.0,0.3,0.47,0.77,1.57,2,,217,166,86,168
Callum Wilson,West Ham,FWD,5.9,10,1,2.5,0.4,1,0,112,0,4,0,0,0,0,0,0,2,46.6,12.0,78.0,13.3,3.0,0,0.5,1.7,18941,30763,4038,3406,-0.1,0.1,0.0,0.0,1.09,0.04,1.13,1.9,0,,140,235,29,95
Rodrigo R.Gomes,Wolves,DEF,4.5,10,2,3.3,0.1,1,0,120,0,2,0,0,0,0,0,0,0,44.6,3.5,58.0,10.6,3.0,0,0.7,2.2,3453,3237,1600,408,0.0,0.0,0.0,0.0,0.63,0.01,0.64,1.8,1,,148,306,50,136
Cristhian Mosquera,Arsenal,DEF,5.4,10,7,3.3,0.2,0,0,201,1,1,0,0,0,0,0,0,1,51.4,2.4,4.0,5.8,3.3,0,0.6,1.9,12087,8046,5326,1187,-0.1,0.1,0.0,0.0,0.0,0.04,0.04,0.72,1,,127,318,288,239
Lamare Bogarde,Aston Villa,DEF,4.0,10,9,3.3,0.4,0,0,104,1,0,0,0,0,0,1,0,3,13.2,6.0,2.0,2.0,3.3,0,0.8,2.5,21289,12989,11534,1857,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2.09,1,,292,287,297,336
Noah Sadiki,Sunderland,MID,5.0,10,3,2.5,0.0,0,0,353,2,3,0,0,0,0,0,0,0,36.6,48.7,8.0,9.4,2.3,0,0.5,2.0,1834,2237,223,229,0.0,0.0,0.0,0.0,0.02,0.29,0.31,4.15,4,,185,77,240,164
John McGinn,Aston Villa,MID,5.5,10,3,2.5,0.6,0,0,319,2,3,0,0,0,0,0,0,0,41.0,77.7,21.0,14.0,2.3,0,0.4,1.8,22977,36549,3831,3905,0.0,0.0,0.0,0.0,0.05,0.36,0.41,6.29,4,,162,33,152,84
Morgan Rogers,Aston Villa,MID,7.0,10,3,2.5,7.9,0,0,360,2,4,0,0,0,0,0,0,0,27.4,50.3,49.0,12.6,2.3,0,0.3,1.4,339475,528645,41331,57447,0.0,0.0,0.0,0.0,0.22,0.23,0.45,7.39,4,,224,74,63,112
Konstantinos Mavropanos,West Ham,DEF,4.4,9,3,4.5,0.1,0,0,180,1,3,0,0,0,0,0,0,0,37.0,1.0,4.0,4.2,3.0,0,0.7,2.0,1534,2374,652,229,-0.1,0.1,0.0,0.0,0.06,0.02,0.08,2.02,2,,179,339,273,275
