player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,news,influence_rank,creativity_rank,threat_rank,ict_index_rank
Jeremie Frimpong,Liverpool,DEF,5.9,5,4,2.5,8.9,0,1,62,0,0,0,0,0,0,0,0,0,8.4,1.9,21.0,3.2,1.3,0,0.2,0.8,108705,2359769,30002,27635,-0.1,0.1,0.0,0.0,0.09,0.02,0.11,0.81,1,,321,329,154,312
Benjamin Šeško,Man Utd,FWD,7.4,5,2,1.2,5.1,0,0,159,0,4,0,0,0,0,0,0,0,1.4,30.7,29.0,5.5,1.3,0,0.2,0.7,196828,628225,9092,56867,-0.1,0.1,0.0,0.0,0.41,0.1,0.51,3.41,1,,378,120,116,248
Kristoffer Ajer,Brentford,DEF,4.4,5,4,2.5,0.2,0,1,12,0,1,0,0,0,0,0,0,0,21.6,10.4,19.0,5.2,1.7,0,0.4,1.1,3472,7765,767,581,-0.1,0.1,-0.1,0.1,0.04,0.41,0.45,0.26,0,,246,253,168,254
Jean-Ricner Bellegarde,Wolves,MID,5.4,5,1,1.2,0.1,0,0,167,0,4,0,0,0,0,0,0,0,14.4,42.3,18.0,7.4,1.0,0,0.2,0.9,1718,4992,77,395,-0.1,0.1,0.0,0.0,0.13,0.15,0.28,3.32,2,,284,87,178,204
Thierno Barry,Everton,FWD,5.8,5,1,1.2,0.4,0,0,96,1,1,0,0,0,0,0,0,0,6.2,7.6,29.0,3.6,1.3,0,0.2,0.9,14688,49326,1484,4368,-0.2,0.2,-0.1,0.1,0.46,0.02,0.48,2.14,1,,339,273,114,299
Mathys Tel,Spurs,MID,6.3,5,3,1.7,0.1,0,0,97,1,0,0,0,0,0,0,0,0,5.4,3.4,9.0,1.8,1.3,0,0.2,0.8,3880,10000,1179,856,-0.2,0.2,0.0,0.0,0.07,0.0,0.07,0.6,1,,343,310,232,341
Jhon J.Arias,Wolves,MID,5.3,5,1,1.2,0.3,0,0,159,0,5,0,0,0,0,0,0,0,23.4,19.4,26.0,6.8,1.3,0,0.2,0.9,4528,42141,420,3375,-0.2,0.2,0.0,0.0,0.21,0.05,0.26,3.02,2,,242,184,132,214
Niclas Füllkrug,West Ham,FWD,5.8,5,0,1.7,1.3,0,0,198,1,6,0,0,0,0,0,0,0,8.0,26.3,67.0,10.1,1.0,0,0.2,0.9,28528,290787,2853,14064,-0.2,0.2,0.0,0.0,0.29,0.1,0.39,2.84,3,,326,141,39,146
Raúl Raúl,Fulham,FWD,6.3,5,1,1.2,1.2,0,0,121,0,1,0,0,0,0,0,0,0,4.0,6.6,20.0,2.3,1.0,0,0.2,0.8,27659,133276,4370,12491,-0.2,0.2,-0.1,0.1,0.4,0.0,0.4,1.32,1,,355,277,165,332
Donyell Malen,Aston Villa,MID,5.2,5,1,1.2,0.8,0,0,121,0,3,0,0,0,0,0,0,0,4.4,9.3,24.0,3.5,1.3,0,0.2,1.0,17389,135282,2707,9540,-0.3,0.3,-0.1,0.1,0.21,0.04,0.25,2.98,1,,349,264,137,302
Mateus Gonçalo M.Fernandes,West Ham,MID,5.5,5,2,2.5,0.0,0,0,141,1,2,0,0,0,0,0,0,0,17.4,54.7,8.0,8.0,2.5,0,0.5,0.9,2250,706,318,262,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.33,2,,269,67,242,188
Mathias Jensen,Brentford,MID,4.9,5,2,1.7,0.1,0,0,151,0,4,0,0,0,0,0,0,0,26.8,48.0,10.0,8.5,1.0,0,0.2,1.0,1478,4393,227,311,-0.1,0.1,0.0,0.0,0.13,0.1,0.23,2.87,2,,225,80,221,179
Carlos Baleba,Brighton,MID,4.9,5,0,1.2,3.0,0,0,196,1,2,0,0,0,0,1,0,0,5.0,26.0,2.0,3.3,0.7,0,0.1,1.0,64182,235951,4126,32027,-0.1,0.1,0.0,0.0,0.04,0.01,0.05,3.34,3,,346,143,311,307
Josh Laurent,Burnley,MID,4.9,5,2,1.2,0.0,0,0,187,0,4,0,0,0,0,1,0,0,30.0,12.4,23.0,6.7,1.0,0,0.2,1.0,524,1413,111,132,-0.1,0.1,0.0,0.0,0.12,0.13,0.25,5.15,2,,211,230,141,215
Gabriel Martinelli,Arsenal,MID,6.9,5,1,1.7,1.0,0,0,140,1,0,0,0,0,0,0,0,0,9.6,15.0,27.0,5.2,1.3,0,0.2,0.7,21405,76202,1743,7896,-0.1,0.1,0.0,0.0,0.02,0.01,0.03,1.08,2,,314,213,126,255
Maxim De Cuyper,Brighton,DEF,4.5,5,1,1.2,3.6,0,0,269,0,5,0,0,0,0,1,0,0,28.4,37.7,12.0,7.9,1.0,0,0.2,1.1,45866,291384,376,45636,0.0,0.0,0.0,0.0,0.0,0.47,0.47,3.84,4,Knock - 75% chance of playing,221,99,209,191
Leandro Trossard,Arsenal,MID,6.9,5,4,2.5,0.3,0,1,48,0,0,0,0,0,0,0,0,0,22.6,32.0,8.0,6.3,1.7,0,0.2,0.7,4043,18823,863,1134,-0.1,0.1,0.0,0.0,0.07,0.29,0.36,0.1,0,,245,111,245,228
Neco N.Williams,Nott'm Forest,DEF,5.0,4,0,1.0,7.1,0,0,360,0,8,0,0,0,0,2,0,0,54.2,38.8,23.0,11.6,1.0,0,0.2,0.8,103311,378559,11826,43217,0.0,0.0,0.0,0.0,0.04,0.14,0.18,6.86,4,,116,97,143,124
Patrick Dorgu,Man Utd,DEF,4.5,4,1,1.3,5.8,0,0,270,0,5,0,0,0,0,1,0,0,34.2,56.2,42.0,13.2,1.0,0,0.2,0.9,348306,402759,3811,45751,0.0,0.0,0.0,0.0,0.24,0.16,0.4,5.59,3,,196,65,77,98
Jamie Gittens,Chelsea,MID,6.3,4,1,1.0,0.1,0,0,143,0,1,0,0,0,0,0,0,0,12.2,40.0,32.0,8.4,1.0,0,0.2,0.6,4854,22564,438,1666,-0.2,0.2,0.0,0.0,0.11,0.11,0.22,2.22,2,,296,93,102,182
Tanaka Tanaka,Leeds,MID,4.9,4,0,2.0,0.1,0,0,147,1,4,0,0,0,0,0,0,0,2.2,27.6,9.0,3.9,0.3,0,0.1,0.8,4165,17029,330,782,-0.1,0.1,0.0,0.0,0.09,0.03,0.12,2.4,2,,365,134,227,283
Hamed H.Traorè,Bournemouth,MID,4.5,4,0,4.0,0.8,0,1,16,0,2,0,0,0,0,0,0,0,21.2,10.0,0.0,3.1,0.0,0,0.0,0.9,114900,106626,0,16078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,has joined Marseille on loan for the rest of the season.,249,255,536,315
Yéremy Yeremy,Crystal Palace,MID,6.0,4,3,2.0,0.2,0,0,102,1,0,0,0,0,0,0,0,0,3.6,26.8,12.0,4.0,2.0,0,0.3,0.7,25253,6034,4881,1339,0.0,0.0,0.0,0.0,0.75,0.04,0.79,0.64,1,,357,137,216,281
Tomáš Souček,West Ham,MID,5.8,4,-2,1.0,0.4,0,0,231,1,10,0,0,0,0,0,1,0,38.0,3.7,58.0,10.1,1.0,0,0.2,0.7,2807,57543,116,9619,-0.2,0.2,0.0,0.0,0.17,0.0,0.17,3.66,3,Suspended until 20 Oct,173,305,52,147
Joël Veltman,Brighton,DEF,4.4,4,3,2.0,0.2,0,0,180,0,3,0,0,0,0,1,0,0,30.6,14.6,6.0,5.2,1.3,0,0.3,0.9,3226,10827,654,657,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,3.27,2,,209,215,257,253
Veljko Milosavljević,Bournemouth,DEF,4.5,4,4,4.0,0.0,0,0,90,0,1,0,0,0,0,0,0,0,23.4,11.3,6.0,4.1,4.0,0,0.9,0.9,1922,217,1746,190,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.62,1,,240,243,260,278
Jack Hinshelwood,Brighton,MID,5.3,4,1,1.3,0.1,0,0,107,0,2,0,0,0,0,0,0,0,9.4,2.0,0.0,1.2,1.3,0,0.2,0.8,914,6416,53,810,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,2.32,2,Ankle injury - 75% chance of playing,315,326,687,355
Ferdi F.Kadıoğlu,Brighton,DEF,4.4,4,4,1.3,0.1,0,0,110,0,2,0,0,0,0,2,0,0,21.2,9.9,0.0,3.1,1.3,0,0.3,0.9,2569,10021,459,609,-0.1,0.1,0.0,0.0,0.0,0.04,0.04,2.03,0,,248,261,465,313
Wilson Odobert,Spurs,MID,5.4,4,1,1.0,0.0,0,0,69,0,0,0,0,0,0,0,0,0,8.8,15.4,29.0,5.4,1.0,0,0.2,0.7,746,2368,66,239,-0.1,0.1,0.0,0.0,0.3,0.04,0.34,0.48,0,,318,211,113,249
Liam Delap,Chelsea,FWD,6.3,4,0,1.3,1.4,0,0,91,0,1,0,0,0,0,0,0,0,8.0,3.5,43.0,5.0,1.0,0,0.2,0.6,38198,336176,145,25154,-0.2,0.2,0.0,0.0,0.23,0.03,0.26,0.31,2,Hamstring injury - Expected back 22 Nov,327,307,76,265
José José Sá,Wolves,GKP,4.5,4,0,1.3,1.6,0,0,270,0,8,0,0,0,4,0,0,0,36.2,10.0,0.0,4.7,1.3,0,0.3,0.9,21546,55851,1688,8277,0.0,0.0,0.0,0.0,0.0,0.03,0.03,5.69,3,,188,254,520,270
Emiliano Buendía,Aston Villa,MID,5.3,4,2,1.3,0.1,0,0,173,1,2,0,0,0,0,1,0,0,20.8,59.5,34.0,11.5,1.3,0,0.2,0.8,2878,12481,880,694,-0.2,0.2,0.0,0.0,0.37,0.38,0.75,2.76,1,,251,60,95,127
Santiago S.Bueno,Wolves,DEF,4.4,4,0,2.0,0.0,0,0,124,0,3,0,0,0,0,0,0,0,33.8,19.4,2.0,5.5,1.3,0,0.3,0.9,419,1789,101,223,-0.1,0.1,-0.1,0.1,0.0,0.05,0.05,2.39,1,,199,182,298,246
Jørgen Strand Larsen,Wolves,FWD,6.4,4,0,2.0,1.8,0,0,158,0,5,0,0,0,0,0,0,0,14.2,6.1,68.0,8.8,0.7,0,0.1,0.6,84092,386949,316,39679,-0.1,0.1,0.0,0.0,0.48,0.02,0.5,3.41,2,Achilles injury - Unknown return date,289,286,38,174
Ethan Nwaneri,Arsenal,MID,5.3,4,3,2.0,0.2,0,0,124,1,0,0,0,0,0,0,0,0,8.0,20.5,20.0,4.8,1.3,0,0.2,0.8,5789,18707,663,1449,-0.2,0.2,-0.1,0.1,0.17,0.04,0.21,0.2,0,,325,178,161,269
Lewis L.Miley,Newcastle,MID,4.5,3,0,1.0,1.9,0,0,76,0,1,0,0,0,0,0,0,0,8.6,13.8,4.0,2.7,0.7,0,0.2,0.7,46199,110609,3676,12110,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.55,0,,320,219,279,327
Diego Gomez,Brighton,MID,5.0,3,0,1.0,0.1,0,0,104,0,2,0,0,0,0,1,0,0,18.4,13.6,7.0,3.9,1.0,0,0.2,0.6,1268,2869,311,380,0.0,0.0,0.0,0.0,0.03,0.04,0.07,2.29,1,,263,220,250,285
Ryan Yates,Nott'm Forest,MID,4.9,3,1,1.0,0.1,0,0,25,0,1,0,0,0,0,0,0,0,7.2,4.0,2.0,1.2,0.7,0,0.1,0.6,1276,6205,207,603,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.08,0,,332,302,306,354
Karl Darlow,Leeds,GKP,4.0,3,3,3.0,2.4,0,0,90,0,1,0,0,0,3,0,0,0,19.6,0.0,0.0,2.0,1.0,0,0.2,0.8,23614,78930,6725,6127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1,,258,386,341,335
Carlos Alcaraz,Everton,MID,5.3,3,0,1.0,0.1,0,0,113,0,1,0,0,0,0,1,0,0,14.6,4.5,21.0,4.0,0.7,0,0.1,0.6,2552,9958,212,1060,-0.2,0.2,-0.1,0.1,0.03,0.01,0.04,2.94,1,,283,297,151,280
Noah Okafor,Leeds,MID,5.5,3,2,1.5,0.0,0,0,91,1,1,0,0,0,0,1,0,0,8.8,12.6,17.0,3.9,1.0,0,0.2,0.5,2669,1325,625,276,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.99,1,,319,229,185,286
Andy Irving,West Ham,MID,4.5,3,1,1.0,0.2,0,0,24,0,1,0,0,0,0,0,0,0,14.8,17.2,0.0,3.2,0.7,0,0.2,0.7,5840,12206,717,1127,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.45,0,,280,197,532,311
Igor Jesus Igor Jesus,Nott'm Forest,FWD,5.8,3,0,1.0,0.5,0,0,30,0,3,0,0,0,0,0,0,0,2.0,2.1,8.0,1.0,0.7,0,0.1,0.5,11391,51844,2050,4501,-0.2,0.2,-0.1,0.1,0.07,0.0,0.07,1.83,0,,372,325,244,363
Dominic Calvert-Lewin,Leeds,FWD,5.5,3,2,1.5,0.2,0,0,88,1,0,0,0,0,0,0,0,0,6.4,12.8,39.0,5.9,1.0,0,0.2,0.5,18191,7174,4820,1493,0.0,0.0,0.0,0.0,0.37,0.05,0.42,0.19,1,,335,227,84,238
Joël Piroe,Leeds,FWD,5.3,3,0,1.5,0.8,0,0,134,1,4,0,0,0,0,0,0,0,2.0,6.9,44.0,5.3,0.3,0,0.1,0.6,15845,144230,252,12182,-0.2,0.2,-0.1,0.1,0.28,0.04,0.32,2.13,2,Calf injury - 75% chance of playing,370,275,72,250
Amine Adli,Bournemouth,MID,5.5,3,1,1.0,0.0,0,0,73,0,0,0,0,0,0,0,0,0,29.8,26.8,9.0,6.5,1.0,0,0.2,0.5,2729,1507,249,359,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.29,0,,213,136,231,224
Jackson Tchatchoua,Wolves,DEF,4.5,3,1,1.0,0.0,0,0,130,0,3,0,0,0,0,0,0,0,19.8,24.3,8.0,5.1,1.0,0,0.2,0.7,1244,619,68,110,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2.58,1,,256,154,237,258
Toti Toti,Wolves,DEF,4.4,3,2,0.8,0.1,0,0,318,0,9,0,0,0,0,0,1,0,65.4,25.2,27.0,11.7,1.0,0,0.2,0.7,2245,6833,409,544,-0.1,0.1,0.0,0.0,0.04,0.02,0.06,6.67,4,,97,149,120,122
Jack Harrison,Leeds,MID,5.3,3,1,1.0,0.1,0,0,64,0,1,0,0,0,0,0,0,0,10.0,6.1,4.0,2.1,0.7,0,0.1,0.6,994,8816,303,637,-0.2,0.2,-0.1,0.1,0.0,0.03,0.03,1.08,0,,309,285,286,333
Evann Guessand,Aston Villa,MID,6.4,3,1,1.0,0.0,0,0,105,0,1,0,0,0,0,0,0,0,12.8,4.0,19.0,3.5,1.0,0,0.2,0.5,1598,5163,283,445,-0.1,0.1,0.0,0.0,0.07,0.01,0.08,2.74,1,,295,303,171,303
Pau Pau,Aston Villa,DEF,4.4,3,0,1.5,0.4,0,0,106,0,2,0,0,0,0,0,0,0,20.4,6.3,9.0,3.6,1.0,0,0.2,0.7,7827,21965,750,2907,-0.1,0.1,0.0,0.0,0.07,0.13,0.2,2.11,1,,253,279,224,296
Eli Junior Kroupi.Jr,Bournemouth,FWD,4.5,3,0,1.0,1.4,0,0,12,0,1,0,0,0,0,0,0,0,0.0,0.0,2.0,0.2,0.7,0,0.2,0.7,129583,96269,21912,10313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0,,611,606,302,382
Oliver Sonne,Burnley,DEF,4.0,3,0,1.0,0.1,0,0,102,0,4,0,0,0,0,0,0,0,7.6,16.4,6.0,3.0,0.7,0,0.2,0.8,3205,5289,217,584,0.0,0.0,0.0,0.0,0.03,0.08,0.11,3.31,1,,328,201,256,317
Joe Worrall,Burnley,DEF,4.0,3,1,1.0,0.1,0,0,18,0,2,0,0,0,0,0,0,0,11.0,0.0,0.0,1.1,1.0,0,0.2,0.8,1488,4579,231,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0,,305,408,363,356
Tyrique George,Chelsea,MID,4.9,3,0,1.5,0.1,0,0,111,1,1,0,0,0,0,1,0,0,8.2,6.2,52.0,6.7,1.0,0,0.2,0.6,1895,3275,283,364,-0.1,0.1,0.0,0.0,0.25,0.07,0.32,1.14,0,,324,284,61,216
Timothy Castagne,Fulham,DEF,4.5,3,0,1.0,0.1,0,0,126,0,3,0,0,0,0,0,0,0,14.8,19.1,28.0,6.2,0.7,0,0.2,0.7,3221,5835,185,825,0.0,0.0,0.0,0.0,0.38,0.07,0.45,4.11,2,,279,187,117,230
Fer Fer López,Wolves,MID,5.4,3,1,1.0,0.0,0,0,57,0,1,0,0,0,0,0,0,0,7.0,21.9,23.0,5.1,0.7,0,0.1,0.6,428,2171,49,154,-0.1,0.1,0.0,0.0,0.11,0.1,0.21,0.59,0,,333,163,144,261
Harry Maguire,Man Utd,DEF,4.4,3,1,1.0,0.6,0,0,41,0,1,0,0,0,0,0,0,0,5.4,0.8,4.0,1.0,0.7,0,0.2,0.7,13516,34468,1597,4107,-0.1,0.1,0.0,0.0,0.1,0.0,0.1,1.3,0,,342,343,272,358
Boubacar Kamara,Aston Villa,MID,4.9,3,0,1.5,0.1,0,0,105,1,1,0,0,0,0,1,0,0,15.4,3.0,19.0,3.7,0.3,0,0.1,0.6,3885,16384,26,1349,-0.1,0.1,0.0,0.0,0.05,0.03,0.08,2.26,2,,274,312,169,293
Adama Adama,Fulham,MID,5.4,3,1,1.0,0.2,0,0,60,0,0,0,0,0,0,0,0,0,4.2,16.1,12.0,2.9,0.7,0,0.1,0.6,3048,16783,390,1558,-0.1,0.1,0.0,0.0,0.04,0.08,0.12,0.52,0,,353,205,214,323
Arnaud Kalimuendo,Nott'm Forest,FWD,6.0,3,1,1.0,0.1,0,0,50,0,2,0,0,0,0,0,0,0,2.6,14.3,13.0,3.0,1.0,0,0.2,0.5,4642,2801,1056,774,0.0,0.0,0.0,0.0,0.11,0.01,0.12,1.04,0,,362,216,206,319
Archie Gray,Spurs,MID,4.9,3,0,3.0,0.1,0,0,70,1,0,0,0,0,0,0,0,0,3.6,3.0,2.0,0.9,0.0,0,0.0,0.6,2839,7778,402,1017,-0.1,0.1,0.0,0.0,0.0,0.05,0.05,0.89,1,,356,314,312,364
Nayef N.Aguerd,West Ham,DEF,4.4,3,0,1.5,0.1,0,0,180,0,8,0,0,0,0,0,0,0,39.0,3.9,8.0,5.1,0.7,0,0.2,0.7,1288,8986,0,1347,-0.1,0.1,0.0,0.0,0.1,0.03,0.13,3.42,2,has joined Marseille permanently.,168,304,234,256
Justin Kluivert,Bournemouth,MID,7.0,3,1,1.0,0.7,0,0,44,0,0,0,0,0,0,0,0,0,7.4,29.0,17.0,5.3,1.0,0,0.1,0.4,33628,62387,5376,6881,0.0,0.0,0.0,0.0,0.2,0.33,0.53,0.18,0,,331,127,187,252
Sam Johnstone,Wolves,GKP,4.5,3,3,3.0,0.1,0,0,90,0,1,0,0,0,3,0,0,0,31.2,0.0,0.0,3.1,1.0,0,0.2,0.7,1711,4132,609,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1,,207,554,518,314
James McAtee,Nott'm Forest,MID,5.4,3,1,1.0,0.1,0,0,67,0,4,0,0,0,0,0,0,0,9.6,35.7,4.0,5.0,1.0,0,0.2,0.6,6662,12132,433,1418,-0.1,0.1,0.0,0.0,0.0,0.13,0.13,2.03,0,,313,102,287,264
Matheus Matheus N.,Man City,DEF,5.4,3,0,1.5,0.3,0,0,108,0,1,0,0,0,0,0,0,0,14.4,6.5,0.0,2.1,0.7,0,0.1,0.6,6562,28308,644,2591,-0.1,0.1,0.0,0.0,0.0,0.02,0.02,1.4,1,,285,278,698,334
Zian Flemming,Burnley,FWD,5.4,2,0,1.0,0.1,0,0,20,0,0,0,0,0,0,0,0,0,2.2,10.0,2.0,1.4,0.3,0,0.1,0.4,4840,11475,598,934,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.34,0,,366,259,316,348
Harvey Elliott,Aston Villa,MID,5.4,2,1,1.0,0.5,0,0,20,0,0,0,0,0,0,0,0,0,1.6,2.8,0.0,0.4,0.7,0,0.1,0.4,60849,25838,8952,3546,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.55,0,,376,315,697,377
Aaron Hickey,Brentford,DEF,4.0,2,1,0.7,0.4,0,0,20,0,1,0,0,0,0,1,0,0,6.2,0.4,0.0,0.7,0.7,0,0.2,0.5,7438,15008,837,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,,336,354,393,366
Destiny Udogie,Spurs,DEF,4.4,2,1,1.0,0.5,0,0,38,0,0,0,0,0,0,0,0,0,7.4,13.5,12.0,3.3,0.7,0,0.2,0.5,13530,51335,1981,2965,-0.1,0.1,0.0,0.0,0.02,0.07,0.09,0.03,0,,329,221,207,305
Kevin Danso,Spurs,DEF,4.4,2,1,1.0,0.1,0,0,11,0,0,0,0,0,0,0,0,0,6.2,0.8,0.0,0.7,0.7,0,0.2,0.5,4916,13249,218,1127,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,337,344,459,367
Antonee Robinson,Fulham,DEF,5.0,2,0,1.0,0.8,0,0,51,0,0,0,0,0,0,0,0,0,11.8,21.5,4.0,3.8,0.7,0,0.1,0.4,36635,54249,4553,6746,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.23,0,,299,167,283,291
Joshua Zirkzee,Man Utd,FWD,5.9,2,1,1.0,0.4,0,0,69,0,2,0,0,0,0,0,0,0,8.4,15.7,54.0,7.9,0.7,0,0.1,0.3,14141,27684,2700,3231,-0.1,0.1,0.0,0.0,0.67,0.03,0.7,1.38,0,,322,206,59,197
Jorge J.Cuenca,Fulham,DEF,4.4,2,0,2.0,0.0,0,0,83,0,1,0,0,0,0,0,0,0,9.6,1.2,4.0,1.5,0.0,0,0.0,0.5,433,1648,41,194,-0.1,0.1,-0.1,0.1,0.0,0.01,0.01,1.07,1,,310,337,274,342
Chris Rigg,Sunderland,MID,4.9,2,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.4,502,3093,76,256,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0,,672,666,642,674
Kobbie Mainoo,Man Utd,MID,4.9,2,1,1.0,0.5,0,0,73,0,3,0,0,0,0,0,0,0,15.0,39.2,3.0,5.7,0.7,0,0.1,0.4,13782,43947,2029,3945,-0.1,0.1,0.0,0.0,0.07,0.11,0.18,2.06,0,,278,96,294,242
Rico Henry,Brentford,DEF,4.5,2,1,0.5,0.1,0,0,129,0,6,0,0,0,0,1,0,0,10.6,11.9,12.0,3.2,0.3,0,0.1,0.4,2779,6681,282,645,0.0,0.0,0.0,0.0,0.13,0.06,0.19,3.51,1,,307,236,208,310
Lewis Hall,Newcastle,DEF,5.4,2,0,1.0,1.4,0,0,43,0,1,0,0,0,0,0,0,0,9.0,1.4,3.0,1.4,0.7,0,0.1,0.4,39943,110251,2298,15351,-0.1,0.1,0.0,0.0,0.04,0.0,0.04,0.44,0,,317,333,295,349
Myles Lewis-Skelly,Arsenal,DEF,5.3,2,1,0.7,2.3,0,0,66,0,0,0,0,0,0,1,0,0,4.4,5.7,0.0,0.9,0.7,0,0.1,0.4,33486,247834,2200,21614,-0.2,0.2,-0.1,0.1,0.0,0.0,0.0,0.76,0,,350,289,686,365
Marc Marc Guiu,Chelsea,FWD,4.4,2,0,1.0,10.3,0,0,13,0,1,0,0,0,0,0,0,0,1.0,1.6,6.0,0.7,0.7,0,0.2,0.5,240860,1191635,16771,102161,-0.1,0.1,0.0,0.0,0.02,0.01,0.03,0.66,0,,380,332,259,368
Andrey Andrey Santos,Chelsea,MID,4.5,2,0,0.7,0.3,0,0,48,0,0,0,0,0,0,1,0,0,6.8,22.8,25.0,5.5,0.3,0,0.1,0.4,18485,22622,1565,2701,0.0,0.0,0.0,0.0,0.31,0.02,0.33,1.28,0,,334,159,133,247
Wesley Fofana,Chelsea,DEF,4.4,2,1,1.0,0.2,0,0,66,0,1,0,0,0,0,0,0,0,9.6,3.2,0.0,1.3,0.7,0,0.2,0.5,4836,12140,805,1170,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.99,1,,311,311,472,351
Noussair Mazraoui,Man Utd,DEF,4.9,2,1,1.0,0.2,0,0,66,0,2,0,0,0,0,0,0,0,13.2,3.0,4.0,2.0,0.7,0,0.1,0.4,4744,19369,1597,1211,-0.1,0.1,0.0,0.0,0.0,0.03,0.03,1.46,1,,293,313,281,338
Omari Hutchinson,Nott'm Forest,MID,5.5,2,0,1.0,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0.2,0.9,8.0,0.6,0.7,0,0.1,0.4,2251,1396,257,272,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.96,0,,387,341,241,373
Ryan Christie,Bournemouth,MID,5.0,2,0,1.0,0.1,0,0,51,0,0,0,0,0,0,0,0,0,14.8,13.4,7.0,3.6,0.7,0,0.1,0.4,1501,5311,78,870,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.24,0,Knock - 75% chance of playing,281,225,249,298
Jacob J.Ramsey,Newcastle,MID,5.4,2,0,1.0,0.3,0,0,59,0,1,0,0,0,0,0,0,0,13.4,41.8,7.0,6.2,0.7,0,0.1,0.4,12525,48202,28,6428,-0.1,0.1,0.0,0.0,0.03,0.12,0.15,0.91,1,Ankle injury - Expected back 18 Oct,291,89,251,231
Nathan Aké,Man City,DEF,5.4,2,1,1.0,0.7,0,0,69,0,2,0,0,0,0,0,0,0,15.2,9.8,5.0,3.0,0.7,0,0.1,0.4,14568,34628,1699,4234,-0.1,0.1,0.0,0.0,0.14,0.12,0.26,1.12,0,,276,263,270,318
Guido G.Rodriguez,West Ham,MID,4.9,2,0,2.0,0.0,0,0,70,0,1,0,0,0,0,0,0,0,2.2,2.3,2.0,0.7,0.0,0,0.0,0.4,778,2590,116,293,-0.1,0.1,0.0,0.0,0.03,0.03,0.06,0.6,1,,364,321,304,369
Yerson Mosquera,Wolves,DEF,4.4,2,2,2.0,0.1,0,0,65,0,1,0,0,0,0,0,0,0,11.8,0.2,0.0,1.2,0.7,0,0.2,0.5,807,2466,184,214,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.35,1,,298,361,488,353
Dominic Solanke,Spurs,FWD,7.2,2,0,1.0,1.5,0,0,31,0,0,0,0,0,0,0,0,0,6.0,0.3,25.0,3.1,0.3,0,0.0,0.3,27519,372743,134,32411,-0.3,0.3,0.0,0.0,0.2,0.0,0.2,0.22,0,Ankle injury - Unknown return date,340,360,136,316
Jenson Seelt,Sunderland,DEF,4.0,2,0,1.0,0.2,0,0,133,0,2,0,0,0,0,0,0,0,33.6,2.4,0.0,3.6,0.3,0,0.1,0.5,3016,14266,0,1851,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.33,1,has joined Wolfsburg on loan for the rest of the season.,200,317,418,295
Ki-Jana Hoever,Wolves,DEF,4.0,2,0,1.0,1.4,0,0,106,0,4,0,0,0,0,0,0,0,22.8,34.2,2.0,5.9,0.3,0,0.1,0.5,21186,108846,51,11679,0.0,0.0,0.0,0.0,0.0,0.24,0.24,2.85,2,Knee injury - 25% chance of playing,243,104,296,236
Ian Maatsen,Aston Villa,DEF,4.4,2,0,1.0,0.6,0,0,109,0,3,0,0,0,0,0,0,0,29.6,53.5,7.0,9.0,0.7,0,0.2,0.5,11661,41600,1132,4483,-0.1,0.1,0.0,0.0,0.11,0.18,0.29,2.4,1,,215,69,246,169
